reference,count
"bourdieu p., the mystery of the ministry: from particular wills to the general will, constellations, 11, 1, pp. 37-43, (2004)",1
"bourdieu p., passeron j.c., the inheritors: french students and their relations to culture, (1970)",1
"bourdieu p., passeron j.c., reproduction in education, society and culture, translated, (1977)",1
"bourdieu p., passeron j., sociology and philosophy in france since 1945, social research, 34, 1, pp. 162-212, (1967)",1
"bourdieu p., accardo a., balazs g., beaud s., bonvin f., bourdieu e., the weight of the world: social suffering in contemporary society, (1999)",1
"bourdieu p., passeron j.-c., la reproduction, Ã©lÃ©ments pour une thÃ©orie du systÃ¨me d'enseignement, (1970)",1
"bourdieu p., distinction - a social critique of the judgement of taste, (1984)",1
"bourdieu p., state nobility-elite schools in the field of power, (1996)",1
"bourdieu p., (1979)",1
"bourdieu p., [1979]. distinction. a social critique of taste, (1984)",1
"bourdieu p., the field of cultural production, or: the economic world reversed, poetics, 12, pp. 411-456, (1983)",1
"bourdieu p., social space and symbolic power, sociol. theory, 7, pp. 14-25, (1989)",1
"bourdieu p., language and symbolic order, (1991)",1
"the reality of reduction: the failed synthesis of pierre bourdieu, fin-de-siecle social theory: relativism, reduction, and the problem of reason, pp. 128-217, (1995)",1
"bourdieu p., la distinction: critique social du jugement, (1982)",1
"bourdieu p., wacquant l.j.d., âthe purpose of reflexive sociology (the chicago workshop)â, an invitation to reflexive sociology, pp. 61-215, (1992)",1
"bourdieu p., le dÃ©racinement., (1964)",1
"bourdieu p., delegation and political fetishism, language and symbolic power, pp. 203-219, (1991)",1
"bourdieu p., intellectual field and creative project, (1971)",1
"bourdieu p., balazs g., beaud s., broccolichi s., champagne p., christin r., lenoir r., oeuvrard f., pialoux m., sayad a., schultheis f., solie c., theweight of the world: social suffering in contemporary society, (1999)",1
"bourdieu p., distinction: a social critique of the judgment of taste, (2018)",1
"bourdieu p., the forms of capital, education culture, economy, and society, (1997)",1
"bourdieu p., contre-feux: propos pour servir Ã  la rÃ©sistance contre lâinvasion nÃ©o-libÃ©rale, (1998)",1
"bourdieu p., outline of a theory of practice. cambridge studies in social and cultural anthropology 16, (2013)",1
"bourdieu p., loic w., an invitation to reflexive sociology., (1992)",1
"bourdieu p., et al., le mÃ©tier de sociologue, the craft of sociology., (1968)",1
"bourdieu p., distinction. a social critique of the judgement of taste 1979, (1984)",1
"bourdieu p., rethinking the state, state/culture: state-formation after the cultural turn, pp. 53-76, (1999)",1
"bourdieu p., sociologie de l'algÃ©rie, 1st ed., (1958)",1
"bourdieu p., the rules of art., (1996)",1
"bourdieu p., the forms of capital, handbook of theory and research for the sociology of education, pp. 240-258, (1986)",1
"bourdieu p., forms of capital, education: culture, economy and society, pp. 46-58, (1997)",1
"bourdieu p., the sentiment of honor in kabyle society, honor and shame, pp. 193-241, (1965)",1
"bourdieu p., public opinion does not exist.â pp, communication and class struggle, (1979)",1
"bourdieu p., act of resistance, (1998)",1
"bourdieu p., the state nobility, (1995)",1
"bourdieu p., de saint-martin m., actes de la recherche en sciences sociales, 2021, pp. 3-83, (1978)",1
"bourdieu p., l'opinion publique n'existe pas, noroit, (1971)",1
"bourdieu p., the genesis of the concepts of habitus and field, sociocriticism, 2, dec., pp. 11-24, (1985)",1
"bourdieu p., boltanski l., de saint martin m., les strategies de reconversion. les classes sociales et le systÃ¨me d'enseignement, information sur les sciences sociales, 12, 5, pp. 61-113, (1973)",1
"bourdieu p., darbel a., la fin d'un malthusianisme?, le partage des benefices, expansion et inÃ©galitÃ©s en france, (1966)",1
"bourdieu p., sur la tÃ©elÃ©evision, (1996)",1
"bourdieu p., distinction: a social critique of the judgement of tast, (1984)",1
"bourdieu p., the interest of the sociologist, in other words: essays towards a reflexive sociology, pp. 87-93, (1990)",1
"bourdieu p., men and machines, advances in social theory and methodology: toward an integration of micro and macro sociologies, pp. 305-317, (1981)",1
"bourdieu p., wacquant l., on the cunning of imperialist reasons, theory and society, 16, pp. 41-58, (1999)",1
"bourdieu p., darbel a., the love of art: european art museums and their public, (1990)",1
"bourdieu p., Ã¶konomisches kapital, kulturelles kapital, soziales kapital, soziale ungleichheit, pp. 183-98, (1983)",1
"bourdieu p., die intellektuellen und die macht, (1991)",1
"bourdieu p., das literarische feld, streifzÃ¼ge durch das literarische feld, pp. 33-147, (1997)",1
"bourdieu p., âethos, habitus, hexisâ, questions de sociologie, pp. 133-136, (1980)",1
"bourdieu p., the aristocracy of culture, media, culture and society, 2, 3, pp. 225-254, (1980)",1
"bourdieu p., habitus: a sense of place, pp. 43-49, (2005)",1
"bourdieu p., nice r., the production of belief: contribution to an economy of symbolic good, media, culture and society, 2, pp. 261-293, (1980)",1
"bourdieu p., champagne p., les exclus de l'interieur, actes de la recherche en sciences sociale, 91, pp. 71-75, (1992)",1
"bourdieu p., the scholastic point of view, cultural anthropology, 5, pp. 380-391, (1990)",1
"bourdieu p., langage et pouvoir symbolique., (2001)",1
"bourdieu p., the social space and the genesis of groups, theory and society, 14, pp. 723-44, (1985)",1
"bourdieu p., distinction. a social critique of the judgment of taste (r. nice, trans.), (1984)",1
"bourdieu p., passeron j.c., la reproduction: Ã©lÃ©ments d'une thÃ©orie du systÃ¨me d'enseignement, (1970)",1
"bourdieu p., passeron j.-c., les hÃ©ritiers[the inheritors], (1964)",1
"bourdieu p., the logic of practice, trans. nice, (1990)",1
"bourdieu pierre, the specificity of the scientific field and the social conditions of the progress of reason, social science information, 14, pp. 19-47, (1975)",1
"bourdieu pierre, homoacademicus(englishedition), (1988)",1
"bourdieu pierre, scienceofscienceandreflexivity, (2004)",1
"bourdieu p., meanwhile i have come to know all the diseases of sociological understanding, the craft of sociology: epistemological preliminaries, pp. 247-260, (1991)",1
"bourdieu p., la distinction: critique du jugement de goÃ»t",1
"bourdieu p., sur lâÃ©tat: cours au collÃ¨ge de france, 1989â1992",1
"bourdieu p., wacquant l., symbolic violence, violence in war and peace: an anthology, (2003)",1
"bourdieu pierre, the force of law: toward a sociology of the juridical field, hastings law journal, 38, pp. 805-853, (1987)",1
"bourdieu p., la noblesse d'Ã©tat: grandes Ã©coles et esprit de corps [the state nobility. elite schools in the field of power], (1989)",1
"bourdieu p., la noblesse dâetat[the nobility of the state], (1989)",1
"bourdieu p., esquisse pour une auto-analyse[sketch for a self-analysis], (2004)",1
"bourdieu p., chamboredon j., passeron j.c., the craft of sociology, (1991)",1
"bourdieu pierre, wacquant loc j. d., an invitation to reflexive sociology, critical sociology, 38, 5, pp. 645-668, (1992)",1
"bourdieu p., la nouvelle vulgate planetaire, le monde diplomatique, pp. 1-7, (2000)",1
"bourdieu p., mit weber gegen weber. pierre bourdieu im gesprÃ¤ch, pierre bourdieu. das religiÃ¶se feld, pp. 111-129, (2000)",1
"bourdieu p., distinction: a social critique of the judgment of taste., (2002)",1
"bourdieu p., le choc des civilizations, le sous-dÃ©veloppement en algÃ©rie, pp. 52-64, (1959)",1
"bourdieu p., la logique interne de la civilisation algÃ©rienne traditionnelle, le sous-dÃ©veloppement en algÃ©rie, pp. 40-51, (1959)",1
"bourdieu p., sociologie de l'algÃ©rie, (1961)",1
"bourdieu p., Ã©tude sociologique, travail et travailleurs en algÃ©rie, pp. 251-389, (1963)",1
"bourdieu p., le desenchantement du monde: travail et travailleurs en algÃ©rie, (1966)",1
"bourdieu p., sociologie de l'algÃ©rie, (1970)",1
"bourdieu p., le plaisir de savoir, pp. 1-10, (1984)",1
"bourdieu p., droit et passe-droit, actes de la recherche en sciences sociales, 2-81, pp. 86-96, (1990)",1
"bourdieu p., sur les rapports entre la sociologie et l'histoire en allemagne et en france, actes de la recherche en sciences sociales, 7-106, pp. 108-122, (1995)",1
"bourdieu p., rethinking the state: genesis and structure of the bureaucratic field, state/culture. state formation after the cultural turn, pp. 53-75, (1999)",1
"bourdieu p., si le monde social m'est supportable, c'est parce que je peux m'endigner, (2002)",1
"bourdieu p., the field of cultural reproduction, or: the economic field reversed, poetics, 12, pp. 311-356, (1983)",1
"bourdieu p., colonial rule and the cultural sabir, ethnography, 5, 4, pp. 445-486, (2004)",1
"bourdieu p., sociologie de l'algÃ©rie, (2006)",1
"bourdieu p., passeron j.-c., the inheritors: french students and their relations to culture, (1964)",1
"bourdieu p., sayad a., le dÃ©racinement, (1964)",1
"bourdieu p., algeria 1960, (1972)",1
"bourdieu p., the three forms of theoretical knowledge, social science information, 12, pp. 53-80, (1973)",1
"bourdieu p., the peasant and his body, ethnography, 5, pp. 579-599, (2004)",1
"bourdieu p., the biographical illusion, identity: a reader, pp. 299-305, (2005)",1
"bourdieu p., le marchÃ© des biens symboliques, lâannÃ©e sociologique, 22, pp. 49-126, (1971)",1
"bourdieu p., the rules of art: genesis and structure of the literary field, (2006)",1
"bourdieu p., le partage des bÃ©nÃ©fices. expansion et inÃ© galitÃ©s en france, pp. 383-421, (1966)",1
"bourdieu p., rules of art: genesis and structure of the literary field., (1996)",1
"bourdieu p., logic of practice., (1992)",1
"bourdieu p., la domination masculine, actes de la recherche en sciences sociales, 84, sept, pp. 2-31, (1990)",1
"bourdieu p., the production of belief: contribution to an economy of symbolic goods, media, culture & society, 2, pp. 261-293, (1980)",1
"bourdieu p., sociologie de l'algÃ©rie., (1958)",1
"bourdieu p., champ intellectuel et projet crÃ©ateur, les temps modernes, 245, pp. 865-906, (1966)",1
"bourdieu p., esquisse d'une thÃ©orie de la pratique, prÃ©cÃ© dÃ© de trois Ã©tudes d'ethnologie kabyle., (1972)",1
"bourdieu p., raisons pratiques: sur la thÃ©orie de l'action., (1994)",1
"bourdieu p., la domination masculine., (1998)",1
"bourdieu p., les structures sociales de l'Ã©conomie., (2000)",1
"bourdieu p., marcel mauss aujourd'hui, sociologie et sociÃ©tÃ©s, 36, pp. 15-22, (2004)",1
"bourdieu p., sketch for a self-analysis, science of science and reflexivity., pp. 94-114, (2004)",1
"bourdieu p., esquisse pour une auto-analyse., (2004)",1
"bourdieu, interventions, 1961-2001. science sociale et action politique., (2002)",1
"bourdieu p., structures and the habitus, material culture: critical concepts in the social sciences, pp. 72-95, (2004)",1
"bourdieu p., passeron j.-c., cultural reproduction and social reproduction, knowledge, education, and cultural change: papers in the sociology of education, pp. 71-112, (1973)",1
"bourdieu p., readings in the theory of educational system, pp. 159-183, (1971)",1
"bourdieu p., outline of a theory in practice, (1977)",1
"bourdieu p., the aristocracy of power, media, culture and society, 2, pp. 225-254, (1980)",1
"bourdieu p., bourdieu and the journalistic field, pp. 29-47, (2005)",1
"bourdieu p., intellectual field and creative project, knowledge and control: new directions in the sociology of education, (1971)",1
"bourdieu p., the corporatism of the universal: the role of intellectuals in the modern world, telos, 21, 81, pp. 99-110, (1989)",1
"bourdieu p., principles for a sociology of cultural works, the field of cultural production: essays on art and literature, pp. 176-191, (1993)",1
"bourdieu p., public opinion does not exist, sociology in question, pp. 149-157, (1995)",1
"bourdieu p., the specificity of the scientific field and the social conditions of the progress of reason, the science studies reader, pp. 31-51, (1999)",1
"bourdieu p., neoliberalism, utopia of unlimited exploitation, political interventions: social science and political action, pp. 94-105, (2008)",1
"bourdieu p., social scientists, economic science and the social movement, political interventions: social science and political action, pp. 52-59, (2008)",1
"bourdieu p., knowledge, education, and social change, pp. 71-112, (1971)",1
"bourdieu p., the social space and the genesis of groups, theory and society, 14, pp. 723-744, (1984)",1
"bourdieu j., distinction, (1984)",1
"bourdieu p., the forms of capital, handbook of theory of research for the sociology of education, pp. 241-458, (1986)",1
